PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B
CHEBI:6723	chemical-affects	PGR
CHEBI:67272	chemical-affects	AKT1
CHEBI:67272	chemical-affects	MAPK1
CHEBI:67272	chemical-affects	PRKCA
CHEBI:6741	chemical-affects	PTGS1
CHEBI:6741	chemical-affects	PTGS2
CHEBI:6754	chemical-affects	CES1
CHEBI:6754	chemical-affects	CHRM1
CHEBI:6754	chemical-affects	CHRM2
CHEBI:6754	chemical-affects	CHRM3
CHEBI:6754	chemical-affects	CHRM4
CHEBI:6754	chemical-affects	CHRM5
CHEBI:6754	chemical-affects	GRIN1
CHEBI:6754	chemical-affects	GRIN2A
CHEBI:6754	chemical-affects	GRIN2B
CHEBI:6754	chemical-affects	GRIN2C
CHEBI:6754	chemical-affects	GRIN2D
CHEBI:6754	chemical-affects	OPRK1
CHEBI:6754	chemical-affects	OPRM1
CHEBI:6754	chemical-affects	SLC6A2
CHEBI:6754	chemical-affects	SLC6A3
CHEBI:6754	chemical-affects	SLC6A4
CHEBI:6755	chemical-affects	ADRA1A
CHEBI:6755	chemical-affects	ADRA1B
CHEBI:6755	chemical-affects	ADRA1D
CHEBI:6755	chemical-affects	ADRA2A
CHEBI:6755	chemical-affects	ADRA2B
CHEBI:6755	chemical-affects	ADRA2C
CHEBI:6755	chemical-affects	ADRB1
CHEBI:6755	chemical-affects	ADRB2
CHEBI:6755	chemical-affects	ADRB3
CHEBI:6757	chemical-affects	NR1I2
CHEBI:6757	chemical-affects	SCN5A
CHEBI:6758	chemical-affects	CHRNA4
CHEBI:6758	chemical-affects	CHRNA7
CHEBI:6758	chemical-affects	GABRA1
CHEBI:6758	chemical-affects	GABRA2
CHEBI:6758	chemical-affects	GABRA3
CHEBI:6758	chemical-affects	GABRA4
CHEBI:6758	chemical-affects	GABRA5
CHEBI:6758	chemical-affects	GABRA6
CHEBI:6758	chemical-affects	GRIA2
CHEBI:6758	chemical-affects	GRIK2
CHEBI:6758	chemical-affects	NR1I2
CHEBI:6759	chemical-affects	SCN10A
CHEBI:6761	chemical-affects	GABRA1
CHEBI:6761	chemical-affects	GABRA2
CHEBI:6761	chemical-affects	GABRA3
CHEBI:6761	chemical-affects	GABRA4
CHEBI:6761	chemical-affects	GABRA5
CHEBI:6761	chemical-affects	GABRA6
CHEBI:6761	chemical-affects	GABRB1
CHEBI:6761	chemical-affects	GABRB2
CHEBI:6761	chemical-affects	GABRB3
CHEBI:6761	chemical-affects	GABRD
CHEBI:6761	chemical-affects	GABRE
CHEBI:6761	chemical-affects	GABRG1
CHEBI:6761	chemical-affects	GABRG2
CHEBI:6761	chemical-affects	GABRG3
CHEBI:6761	chemical-affects	GABRP
CHEBI:6761	chemical-affects	GABRQ
CHEBI:6762	chemical-affects	HRH1
CHEBI:6771	chemical-affects	ALPL
CHEBI:6771	chemical-affects	AQP1
CHEBI:6771	chemical-affects	SLC16A1
CHEBI:6775	chemical-affects	ALOX5
CHEBI:6775	chemical-affects	CHUK
CHEBI:6775	chemical-affects	IKBKB
CHEBI:6775	chemical-affects	MPO
CHEBI:6775	chemical-affects	PPARG
CHEBI:6775	chemical-affects	PTGS1
CHEBI:6775	chemical-affects	PTGS2
CHEBI:6780	chemical-affects	DRD2
CHEBI:6780	chemical-affects	HTR2A
CHEBI:6784	chemical-affects	ESR1
CHEBI:6794	chemical-affects	ADRA1A
CHEBI:67987	chemical-affects	SLCO1B3
CHEBI:67989	chemical-affects	SLCO1B3
CHEBI:6801	chemical-affects	GPD1
CHEBI:6801	chemical-affects	PRKAB1
CHEBI:6804	chemical-affects	CHRM3
CHEBI:68063	chemical-affects	ACTA1
CHEBI:6807	chemical-affects	CHRNA10
CHEBI:6807	chemical-affects	GRIN3A
CHEBI:6807	chemical-affects	HTR3A
CHEBI:6807	chemical-affects	LY96
CHEBI:6807	chemical-affects	OPRD1
CHEBI:6807	chemical-affects	OPRM1
CHEBI:6807	chemical-affects	ORM2
CHEBI:6809	chemical-affects	ADRA2A
CHEBI:6809	chemical-affects	ADRA2B
CHEBI:6809	chemical-affects	ADRA2C
CHEBI:6809	chemical-affects	MAOA
CHEBI:6809	chemical-affects	MAOB
CHEBI:6809	chemical-affects	SLC18A1
CHEBI:6809	chemical-affects	SLC18A2
CHEBI:6809	chemical-affects	SLC6A2
CHEBI:6809	chemical-affects	SLC6A3
CHEBI:6809	chemical-affects	SLC6A4
CHEBI:6809	chemical-affects	TAAR1
CHEBI:681569	chemical-affects	POLA1
CHEBI:681569	chemical-affects	RRM1
CHEBI:6817	chemical-affects	CHRM1
CHEBI:6817	chemical-affects	HRH2
CHEBI:681848	chemical-affects	KCNK3
CHEBI:681848	chemical-affects	KCNK9
CHEBI:681850	chemical-affects	AVPR1A
CHEBI:681850	chemical-affects	AVPR2
CHEBI:6823	chemical-affects	HRH1
CHEBI:6832	chemical-affects	CA1
CHEBI:6838	chemical-affects	ADRA1A
CHEBI:6838	chemical-affects	ADRA1B
CHEBI:6838	chemical-affects	ADRA1D
CHEBI:6838	chemical-affects	ADRA2A
CHEBI:6838	chemical-affects	ADRA2B
CHEBI:6838	chemical-affects	ADRA2C
CHEBI:6838	chemical-affects	CHRM1
CHEBI:6838	chemical-affects	CHRM2
CHEBI:6838	chemical-affects	CHRM3
CHEBI:6838	chemical-affects	CHRM4
CHEBI:6838	chemical-affects	CHRM5
CHEBI:6838	chemical-affects	DRD1
CHEBI:6838	chemical-affects	DRD2
CHEBI:6838	chemical-affects	DRD3
CHEBI:6838	chemical-affects	DRD4
CHEBI:6838	chemical-affects	DRD5
CHEBI:6838	chemical-affects	HRH1
CHEBI:6838	chemical-affects	HTR2A
CHEBI:6838	chemical-affects	HTR2C
CHEBI:6839	chemical-affects	ADRA1A
CHEBI:6839	chemical-affects	ADRA1B
CHEBI:6839	chemical-affects	ADRA1D
CHEBI:6843	chemical-affects	ATP2C1
CHEBI:6843	chemical-affects	ATP5F1D
CHEBI:6843	chemical-affects	GABRA1
CHEBI:6843	chemical-affects	GABRA2
CHEBI:6843	chemical-affects	GABRA3
CHEBI:6843	chemical-affects	GABRA4
CHEBI:6843	chemical-affects	GABRA5
CHEBI:6843	chemical-affects	GABRA6
CHEBI:6843	chemical-affects	GABRB1
CHEBI:6843	chemical-affects	GABRB2
CHEBI:6843	chemical-affects	GABRB3
CHEBI:6843	chemical-affects	GABRD
CHEBI:6843	chemical-affects	GABRE
CHEBI:6843	chemical-affects	GABRG1
CHEBI:6843	chemical-affects	GABRG2
CHEBI:6843	chemical-affects	GABRG3
CHEBI:6843	chemical-affects	GABRP
CHEBI:6843	chemical-affects	GABRQ
CHEBI:6843	chemical-affects	GLRA1
CHEBI:6843	chemical-affects	GRIA1
CHEBI:6843	chemical-affects	KCNA1
CHEBI:6843	chemical-affects	MT-ND1
CHEBI:6846	chemical-affects	CACNA1G
CHEBI:68478	chemical-affects	MTOR
CHEBI:6847	chemical-affects	CA1
CHEBI:6847	chemical-affects	CA2
CHEBI:6847	chemical-affects	CA4
CHEBI:6847	chemical-affects	SLC12A1
CHEBI:68534	chemical-affects	AR
CHEBI:68540	chemical-affects	DHODH
CHEBI:68551	chemical-affects	GUCY2C
CHEBI:68558	chemical-affects	P2RY12
CHEBI:68564	chemical-affects	ANPEP
CHEBI:68564	chemical-affects	BDKRB2
CHEBI:68575	chemical-affects	ADRB2
CHEBI:68579	chemical-affects	F10
CHEBI:68584	chemical-affects	KCNQ2
CHEBI:68584	chemical-affects	KCNQ3
CHEBI:68584	chemical-affects	KCNQ4
CHEBI:68584	chemical-affects	KCNQ5
CHEBI:68595	chemical-affects	SLCO1B1
CHEBI:68595	chemical-affects	SLCO2B1
CHEBI:68606	chemical-affects	NR1I2
CHEBI:68609	chemical-affects	TLR4
CHEBI:68610	chemical-affects	DPP4
CHEBI:68634	chemical-affects	ANXA1
CHEBI:68634	chemical-affects	HSD11B2
CHEBI:68634	chemical-affects	HSD3B1
CHEBI:68634	chemical-affects	NR3C1
CHEBI:68642	chemical-affects	CYP17A1
CHEBI:68647	chemical-affects	ABL1
CHEBI:68647	chemical-affects	BRAF
CHEBI:68647	chemical-affects	DDR2
CHEBI:68647	chemical-affects	EPHA2
CHEBI:68647	chemical-affects	FGFR1
CHEBI:68647	chemical-affects	FGFR2
CHEBI:68647	chemical-affects	FLT1
CHEBI:68647	chemical-affects	FLT4
CHEBI:68647	chemical-affects	FRK
CHEBI:68647	chemical-affects	KDR
CHEBI:68647	chemical-affects	KIT
CHEBI:68647	chemical-affects	MAPK11
CHEBI:68647	chemical-affects	NTRK1
CHEBI:68647	chemical-affects	PDGFRA
CHEBI:68647	chemical-affects	PDGFRB
CHEBI:68647	chemical-affects	RAF1
CHEBI:68647	chemical-affects	RET
CHEBI:68647	chemical-affects	TEK
CHEBI:6872	chemical-affects	GUCY1A2
CHEBI:6872	chemical-affects	NOS1
CHEBI:68840	chemical-affects	CACNA2D1
CHEBI:68840	chemical-affects	CACNA2D2
CHEBI:68845	chemical-affects	AGTR1
CHEBI:6887	chemical-affects	HTR1A
CHEBI:6887	chemical-affects	SLC6A2
CHEBI:6887	chemical-affects	SLC6A3
CHEBI:6888	chemical-affects	NR3C1
CHEBI:6896	chemical-affects	HRH2
CHEBI:6897	chemical-affects	ADRB1
CHEBI:6897	chemical-affects	ADRB2
CHEBI:6900	chemical-affects	CHRM2
CHEBI:6900	chemical-affects	CHRNA2
CHEBI:6901	chemical-affects	CHRNA2
CHEBI:6904	chemical-affects	ADRB1
CHEBI:6904	chemical-affects	ADRB2
CHEBI:6909	chemical-affects	CYP51A1
CHEBI:691037	chemical-affects	NR3C1
CHEBI:6912	chemical-affects	TH
CHEBI:69136	chemical-affects	ACTA1
CHEBI:69136	chemical-affects	GSN
CHEBI:6916	chemical-affects	AHR
CHEBI:6916	chemical-affects	SCN5A
CHEBI:6920	chemical-affects	CACNA1C
CHEBI:6920	chemical-affects	CACNA1D
CHEBI:6920	chemical-affects	CACNA1F
CHEBI:6920	chemical-affects	CACNA1G
CHEBI:6920	chemical-affects	CACNA1H
CHEBI:6920	chemical-affects	CACNA1I
CHEBI:6920	chemical-affects	CACNA1S
CHEBI:6920	chemical-affects	CACNB1
CHEBI:6920	chemical-affects	CACNB2
CHEBI:6920	chemical-affects	CACNB3
CHEBI:6920	chemical-affects	CACNB4
CHEBI:6931	chemical-affects	GABRA1
CHEBI:6931	chemical-affects	GABRA2
CHEBI:6931	chemical-affects	GABRA3
CHEBI:6931	chemical-affects	GABRA4
CHEBI:6931	chemical-affects	GABRA5
CHEBI:6931	chemical-affects	GABRA6
CHEBI:6933	chemical-affects	ADRA1A
CHEBI:6933	chemical-affects	ADRA1B
CHEBI:6933	chemical-affects	ADRA1D
CHEBI:6935	chemical-affects	GAA
CHEBI:6935	chemical-affects	GANAB
CHEBI:6935	chemical-affects	GANC
CHEBI:6935	chemical-affects	MGAM
CHEBI:6942	chemical-affects	KCNJ1
CHEBI:6942	chemical-affects	PTGS1
CHEBI:6942	chemical-affects	REN
CHEBI:69478	chemical-affects	ADORA1
CHEBI:69478	chemical-affects	CACNA1G
CHEBI:69478	chemical-affects	CACNA1H
CHEBI:69478	chemical-affects	CACNA1I
CHEBI:69478	chemical-affects	CHRNA7
CHEBI:69478	chemical-affects	CNR1
CHEBI:69478	chemical-affects	CNR2
CHEBI:69478	chemical-affects	GLRA1
CHEBI:69478	chemical-affects	GLRA3
CHEBI:69478	chemical-affects	GLRB
CHEBI:69478	chemical-affects	GPR12
CHEBI:69478	chemical-affects	GPR18
CHEBI:69478	chemical-affects	GPR55
CHEBI:69478	chemical-affects	HTR1A
CHEBI:69478	chemical-affects	HTR2A
CHEBI:69478	chemical-affects	HTR3A
CHEBI:69478	chemical-affects	OPRD1
CHEBI:69478	chemical-affects	OPRM1
CHEBI:69478	chemical-affects	PPARG
CHEBI:69478	chemical-affects	TRPA1
CHEBI:69478	chemical-affects	TRPM8
CHEBI:69478	chemical-affects	TRPV1
CHEBI:69478	chemical-affects	TRPV2
CHEBI:69478	chemical-affects	TRPV3
CHEBI:69478	chemical-affects	TRPV4
CHEBI:69478	chemical-affects	VDAC1
CHEBI:6950	chemical-affects	ADRA1A
CHEBI:6950	chemical-affects	ADRA1B
CHEBI:6950	chemical-affects	ADRA1D
CHEBI:6950	chemical-affects	ADRA2A
CHEBI:6950	chemical-affects	HRH1
CHEBI:6950	chemical-affects	HTR2A
CHEBI:6950	chemical-affects	HTR2C
CHEBI:6950	chemical-affects	OPRK1
CHEBI:6954	chemical-affects	AR
CHEBI:6954	chemical-affects	CYP11B1
CHEBI:6954	chemical-affects	ESR1
CHEBI:6954	chemical-affects	FDX1
CHEBI:6954	chemical-affects	PGR
CHEBI:6958	chemical-affects	BCHE
CHEBI:6958	chemical-affects	CHRM2
CHEBI:6958	chemical-affects	CHRM3
CHEBI:6958	chemical-affects	CHRNA2
CHEBI:6960	chemical-affects	ACE2
CHEBI:6960	chemical-affects	ACE
CHEBI:6965	chemical-affects	CHRM1
CHEBI:6965	chemical-affects	DRD2
CHEBI:6965	chemical-affects	HTR1A
CHEBI:6965	chemical-affects	HTR2A
CHEBI:6970	chemical-affects	NR3C1
CHEBI:6970	chemical-affects	PGR
CHEBI:697724	chemical-affects	PDE4B
CHEBI:6997	chemical-affects	SCN5A
CHEBI:7009	chemical-affects	ADRA2A
CHEBI:7009	chemical-affects	NISCH
CHEBI:7035	chemical-affects	GABRA1
CHEBI:7035	chemical-affects	GABRB3
CHEBI:7035	chemical-affects	GABRG2
CHEBI:70707	chemical-affects	HTR1A
CHEBI:70707	chemical-affects	SLC6A4
CHEBI:70708	chemical-affects	AR
CHEBI:70708	chemical-affects	PGR
CHEBI:70723	chemical-affects	AURKB
CHEBI:70723	chemical-affects	INCENP
CHEBI:70735	chemical-affects	ADRA2A
CHEBI:70735	chemical-affects	ADRA2C
CHEBI:70735	chemical-affects	DRD2
CHEBI:70735	chemical-affects	HTR1A
CHEBI:70735	chemical-affects	HTR2A
CHEBI:70735	chemical-affects	HTR7
CHEBI:70746	chemical-affects	F2
CHEBI:70824	chemical-affects	KYNU
CHEBI:71013	chemical-affects	GRIA1
CHEBI:71019	chemical-affects	RPL3
CHEBI:71023	chemical-affects	HRH1
CHEBI:71025	chemical-affects	AR
CHEBI:71025	chemical-affects	NR3C1
CHEBI:71025	chemical-affects	PGR
CHEBI:71028	chemical-affects	CPS1
CHEBI:71193	chemical-affects	GLP1R
CHEBI:71200	chemical-affects	JAK1
CHEBI:71200	chemical-affects	JAK2
CHEBI:71200	chemical-affects	JAK3
CHEBI:71200	chemical-affects	TYK2
CHEBI:71204	chemical-affects	HRH1
CHEBI:71219	chemical-affects	FGF1
CHEBI:71219	chemical-affects	FGFR3
CHEBI:71219	chemical-affects	FLT1
CHEBI:71219	chemical-affects	FLT4
CHEBI:71219	chemical-affects	ITK
CHEBI:71219	chemical-affects	KDR
CHEBI:71219	chemical-affects	KIT
CHEBI:71219	chemical-affects	PDGFRA
CHEBI:71219	chemical-affects	PDGFRB
CHEBI:71219	chemical-affects	SH2B3
CHEBI:71223	chemical-affects	DHFR
CHEBI:71223	chemical-affects	TYMS
CHEBI:71253	chemical-affects	ADRA1A
CHEBI:71253	chemical-affects	ADRA2A
CHEBI:71253	chemical-affects	ADRA2B
CHEBI:71253	chemical-affects	ADRA2C
CHEBI:71253	chemical-affects	ADRB1
CHEBI:71253	chemical-affects	ADRB2
CHEBI:71253	chemical-affects	DRD1
CHEBI:71253	chemical-affects	DRD2
CHEBI:71253	chemical-affects	DRD3
CHEBI:71253	chemical-affects	DRD4
CHEBI:71253	chemical-affects	HRH1
CHEBI:71253	chemical-affects	HRH2
CHEBI:71253	chemical-affects	HTR1A
CHEBI:71253	chemical-affects	HTR1B
CHEBI:71253	chemical-affects	HTR2A
CHEBI:71253	chemical-affects	HTR2B
CHEBI:71253	chemical-affects	HTR2C
CHEBI:71253	chemical-affects	HTR5A
CHEBI:71253	chemical-affects	HTR6
CHEBI:71253	chemical-affects	HTR7
CHEBI:71272	chemical-affects	DPP4
CHEBI:71336	chemical-affects	MYH14
CHEBI:71404	chemical-affects	LYZ
CHEBI:71416	chemical-affects	SCN1A
CHEBI:71417	chemical-affects	MAOA
CHEBI:71417	chemical-affects	MAOB
CHEBI:71545	chemical-affects	IGHG1
CHEBI:71940	chemical-affects	PDE11A
CHEBI:71940	chemical-affects	PDE5A
CHEBI:71941	chemical-affects	PTGS1
CHEBI:71941	chemical-affects	PTGS2
CHEBI:71958	chemical-affects	MTOR
CHEBI:71958	chemical-affects	PIK3CA
CHEBI:71958	chemical-affects	PIK3CB
CHEBI:71958	chemical-affects	PIK3CD
CHEBI:71958	chemical-affects	PIK3CG
CHEBI:72296	chemical-affects	F10
CHEBI:72297	chemical-affects	MTTP
CHEBI:72305	chemical-affects	GLP2R
CHEBI:72312	chemical-affects	SSTR1
CHEBI:72312	chemical-affects	SSTR2
CHEBI:72312	chemical-affects	SSTR3
CHEBI:72312	chemical-affects	SSTR5
CHEBI:72317	chemical-affects	KDR
CHEBI:72317	chemical-affects	MET
CHEBI:72317	chemical-affects	RET
CHEBI:72323	chemical-affects	DPP4
CHEBI:724125	chemical-affects	FCGR1A
CHEBI:72690	chemical-affects	CRBN
CHEBI:72690	chemical-affects	PTGS2
CHEBI:72690	chemical-affects	TNF
CHEBI:73002	chemical-affects	PCTP
CHEBI:73005	chemical-affects	RHO
CHEBI:73038	chemical-affects	LTF
CHEBI:73038	chemical-affects	PTGS2
CHEBI:73044	chemical-affects	PTGS1
CHEBI:73044	chemical-affects	PTGS2
CHEBI:73167	chemical-affects	ABCB1
CHEBI:73237	chemical-affects	SIGMAR1
CHEBI:73266	chemical-affects	ITGA2B
CHEBI:73266	chemical-affects	ITGB3
CHEBI:73274	chemical-affects	SLC5A2
CHEBI:73275	chemical-affects	ESR1
CHEBI:73284	chemical-affects	HSP90B1
CHEBI:73286	chemical-affects	ADORA3
CHEBI:73410	chemical-affects	SLC6A4
CHEBI:73468	chemical-affects	ALOX5
CHEBI:73468	chemical-affects	SHBG
CHEBI:73726	chemical-affects	PPARA
CHEBI:73726	chemical-affects	PPARD
CHEBI:73927	chemical-affects	VDR
CHEBI:74104	chemical-affects	ARG1
CHEBI:74104	chemical-affects	CYTH2
CHEBI:74104	chemical-affects	PDE1B
CHEBI:74104	chemical-affects	PDE4B
CHEBI:74104	chemical-affects	PIM1
CHEBI:74104	chemical-affects	PRKACA
CHEBI:74104	chemical-affects	SERPINB5
CHEBI:74104	chemical-affects	SNX3
CHEBI:74104	chemical-affects	TYMS
CHEBI:74405	chemical-affects	HSD17B4
CHEBI:7443	chemical-affects	PTGS1
CHEBI:7443	chemical-affects	PTGS2
CHEBI:7444	chemical-affects	ADRB1
CHEBI:7444	chemical-affects	ADRB2
CHEBI:7445	chemical-affects	GNRHR2
CHEBI:7445	chemical-affects	GNRHR
CHEBI:7451	chemical-affects	SQLE
CHEBI:7454	chemical-affects	OPRD1
CHEBI:7454	chemical-affects	OPRK1
CHEBI:7454	chemical-affects	OPRM1
CHEBI:7457	chemical-affects	OPRD1
CHEBI:7457	chemical-affects	OPRK1
CHEBI:7457	chemical-affects	OPRM1
CHEBI:7459	chemical-affects	CES1
CHEBI:7459	chemical-affects	CREB1
CHEBI:7459	chemical-affects	ESR1
CHEBI:7459	chemical-affects	OPRD1
CHEBI:7459	chemical-affects	OPRK1
CHEBI:7459	chemical-affects	OPRM1
CHEBI:7459	chemical-affects	TLR4
CHEBI:7465	chemical-affects	OPRD1
CHEBI:7465	chemical-affects	OPRK1
CHEBI:7465	chemical-affects	OPRM1
CHEBI:7467	chemical-affects	AR
CHEBI:746859	chemical-affects	PTGFR
CHEBI:7468	chemical-affects	AR
CHEBI:7476	chemical-affects	PTGS1
CHEBI:7476	chemical-affects	PTGS2
CHEBI:7478	chemical-affects	HTR1A
CHEBI:7478	chemical-affects	HTR1B
CHEBI:7478	chemical-affects	HTR1D
CHEBI:7478	chemical-affects	HTR1F
CHEBI:74848	chemical-affects	PRSS1
CHEBI:74899	chemical-affects	NR3C1
CHEBI:74899	chemical-affects	NR3C2
CHEBI:74899	chemical-affects	PGR
CHEBI:7492	chemical-affects	CYSLTR1
CHEBI:7492	chemical-affects	CYSLTR2
CHEBI:7492	chemical-affects	FPR1
CHEBI:7492	chemical-affects	HSP90AA1
CHEBI:7492	chemical-affects	PTGDR
CHEBI:7494	chemical-affects	ADRA1A
CHEBI:7494	chemical-affects	ADRA1B
CHEBI:7494	chemical-affects	ADRA2A
CHEBI:7494	chemical-affects	HTR1A
CHEBI:7494	chemical-affects	HTR2A
CHEBI:7494	chemical-affects	HTR2C
CHEBI:7494	chemical-affects	KCNH2
CHEBI:7494	chemical-affects	SLC6A2
CHEBI:7494	chemical-affects	SLC6A3
CHEBI:7494	chemical-affects	SLC6A4
CHEBI:75037	chemical-affects	ADRB2
CHEBI:75045	chemical-affects	BRAF
CHEBI:75045	chemical-affects	LIMK1
CHEBI:75045	chemical-affects	NEK11
CHEBI:75045	chemical-affects	RAF1
CHEBI:75045	chemical-affects	SIK1
CHEBI:7507	chemical-affects	CASR
CHEBI:7508	chemical-affects	CXCR4
CHEBI:7514	chemical-affects	ACHE
CHEBI:75179	chemical-affects	TYMS
CHEBI:75183	chemical-affects	NT5M
CHEBI:75246	chemical-affects	NR1I2
CHEBI:75261	chemical-affects	RARB
CHEBI:75273	chemical-affects	PROC
CHEBI:75273	chemical-affects	PROS1
CHEBI:75275	chemical-affects	PROCR
CHEBI:75283	chemical-affects	ABCB1
CHEBI:75303	chemical-affects	IGF1
CHEBI:75303	chemical-affects	MAOB
CHEBI:75384	chemical-affects	KIF11
CHEBI:75388	chemical-affects	MYH14
CHEBI:75393	chemical-affects	PKIA
CHEBI:75393	chemical-affects	PRKACA
CHEBI:75393	chemical-affects	ROCK1
CHEBI:75393	chemical-affects	ROCK2
CHEBI:75399	chemical-affects	PARP1
CHEBI:7550	chemical-affects	ADRA1A
CHEBI:7550	chemical-affects	ADRA1B
CHEBI:7550	chemical-affects	ADRA1D
CHEBI:7550	chemical-affects	CACNA1C
CHEBI:7550	chemical-affects	CACNA1D
CHEBI:7550	chemical-affects	CACNA2D1
CHEBI:7550	chemical-affects	CACNB2
CHEBI:7550	chemical-affects	CALM1
CHEBI:7550	chemical-affects	CHRM1
CHEBI:7550	chemical-affects	CHRM2
CHEBI:7550	chemical-affects	CHRM3
CHEBI:7550	chemical-affects	CHRM4
CHEBI:7550	chemical-affects	CHRM5
CHEBI:7550	chemical-affects	PDE1A
CHEBI:7550	chemical-affects	PDE1B
CHEBI:7565	chemical-affects	CACNA1C
CHEBI:7565	chemical-affects	CACNA1D
CHEBI:7565	chemical-affects	CACNA1H
CHEBI:7565	chemical-affects	CACNA1S
CHEBI:7565	chemical-affects	CACNA2D1
CHEBI:7565	chemical-affects	CACNB2
CHEBI:7565	chemical-affects	CALM1
CHEBI:7565	chemical-affects	KCNA1
CHEBI:7565	chemical-affects	NR1I2
CHEBI:75725	chemical-affects	CHRFAM7A
CHEBI:75725	chemical-affects	CHRM1
CHEBI:75725	chemical-affects	CHRM3
CHEBI:75725	chemical-affects	GRIN3A
CHEBI:75725	chemical-affects	HTR2C
CHEBI:75725	chemical-affects	OPRD1
CHEBI:75725	chemical-affects	OPRK1
CHEBI:75725	chemical-affects	OPRM1
CHEBI:75725	chemical-affects	SLC6A2
CHEBI:75725	chemical-affects	SLC6A4
CHEBI:7573	chemical-affects	AR
CHEBI:7575	chemical-affects	AHR
CHEBI:7575	chemical-affects	CACNA1C
CHEBI:7575	chemical-affects	CACNA1D
CHEBI:7575	chemical-affects	CACNA1F
CHEBI:7575	chemical-affects	CACNA1S
CHEBI:7575	chemical-affects	CACNB1
CHEBI:7575	chemical-affects	CACNB2
CHEBI:7575	chemical-affects	CACNB3
CHEBI:7575	chemical-affects	CACNB4
CHEBI:7575	chemical-affects	NR3C2
CHEBI:7577	chemical-affects	CACNA1C
CHEBI:7577	chemical-affects	CACNA1D
CHEBI:7577	chemical-affects	CACNA1S
CHEBI:7577	chemical-affects	CACNA2D1
CHEBI:7577	chemical-affects	CACNB2
CHEBI:7581	chemical-affects	GABRA1
CHEBI:7581	chemical-affects	GABRA2
CHEBI:7581	chemical-affects	GABRA3
CHEBI:7581	chemical-affects	GABRA4
CHEBI:7581	chemical-affects	GABRA5
CHEBI:7581	chemical-affects	GABRA6
CHEBI:7581	chemical-affects	GABRB1
CHEBI:7581	chemical-affects	GABRB2
CHEBI:7581	chemical-affects	GABRB3
CHEBI:7581	chemical-affects	GABRD
CHEBI:7581	chemical-affects	GABRE
CHEBI:7581	chemical-affects	GABRG1
CHEBI:7581	chemical-affects	GABRG2
CHEBI:7581	chemical-affects	GABRG3
CHEBI:7581	chemical-affects	GABRP
CHEBI:7581	chemical-affects	GABRQ
CHEBI:7581	chemical-affects	GABRR1
CHEBI:7581	chemical-affects	GABRR2
CHEBI:7581	chemical-affects	GABRR3
CHEBI:7581	chemical-affects	SCN1A
CHEBI:7582	chemical-affects	CACNA1C
CHEBI:7582	chemical-affects	CACNA1D
CHEBI:7582	chemical-affects	CACNA1H
CHEBI:7582	chemical-affects	CACNA1S
CHEBI:7582	chemical-affects	CACNA2D1
CHEBI:7582	chemical-affects	CACNA2D2
CHEBI:7582	chemical-affects	CACNB2
CHEBI:7582	chemical-affects	CACNG1
CHEBI:75922	chemical-affects	PTGS1
CHEBI:75922	chemical-affects	PTGS2
CHEBI:7596	chemical-affects	NPR1
CHEBI:75984	chemical-affects	KCNH2
CHEBI:75984	chemical-affects	SCN4A
CHEBI:75984	chemical-affects	SCN5A
CHEBI:75988	chemical-affects	TOP2A
CHEBI:75998	chemical-affects	MAP2K1
CHEBI:75998	chemical-affects	MAP2K2
CHEBI:76004	chemical-affects	KEAP1
CHEBI:76004	chemical-affects	RELA
CHEBI:76016	chemical-affects	ADRB1
CHEBI:76016	chemical-affects	HTR1A
CHEBI:76016	chemical-affects	HTR1B
CHEBI:76016	chemical-affects	HTR3A
CHEBI:76016	chemical-affects	HTR7
CHEBI:76016	chemical-affects	SLC6A4
CHEBI:76018	chemical-affects	GUCY1A2
CHEBI:7601	chemical-affects	HRH2
CHEBI:76127	chemical-affects	PTGS2
CHEBI:76128	chemical-affects	PTGS1
CHEBI:76128	chemical-affects	PTGS2
CHEBI:76133	chemical-affects	PTGS1
CHEBI:76133	chemical-affects	PTGS2
CHEBI:76136	chemical-affects	PTGS2
CHEBI:76172	chemical-affects	PTGS1
CHEBI:76172	chemical-affects	PTGS2
CHEBI:76223	chemical-affects	PTGS1
CHEBI:76223	chemical-affects	PTGS2
CHEBI:76258	chemical-affects	PLA2G2E
CHEBI:76279	chemical-affects	SIRT5
CHEBI:7627	chemical-affects	PGR
CHEBI:76290	chemical-affects	ESR1
CHEBI:76290	chemical-affects	NCOA2
CHEBI:7630	chemical-affects	AR
CHEBI:7630	chemical-affects	PGR
CHEBI:7630	chemical-affects	SRD5A1
CHEBI:76399	chemical-affects	GBA
CHEBI:7640	chemical-affects	ADRA1A
CHEBI:7640	chemical-affects	ADRA1B
CHEBI:7640	chemical-affects	ADRA1D
CHEBI:7640	chemical-affects	ADRA2A
CHEBI:7640	chemical-affects	ADRA2B
CHEBI:7640	chemical-affects	ADRA2C
CHEBI:7640	chemical-affects	ADRB1
CHEBI:7640	chemical-affects	ADRB2
CHEBI:7640	chemical-affects	ADRB3
CHEBI:7640	chemical-affects	CHRM1
CHEBI:7640	chemical-affects	CHRM2
CHEBI:7640	chemical-affects	CHRM3
CHEBI:7640	chemical-affects	CHRM4
CHEBI:7640	chemical-affects	CHRM5
CHEBI:7640	chemical-affects	DRD2
CHEBI:7640	chemical-affects	HRH1
